id,version,submitter,model,task,framework,framework_release,accelerator,nodes,accelerators_per_node,world_size,tp,pp,cp,ep,dp,expert_tp,sp,virtual_pp,gbs,mbs,gradient_accumulation,seq_length,batch_unit,precision,strategy,optimizer,verification,notes,config_url,parameters_url,readme_url,result_url,system_url,source_commit,implementation_url,container_url
R11,6.0,NVIDIA,DeepSeek-V3 671B,MoE 预训练,PyTorch / NeMo Megatron-Bridge,NVIDIA NeMo Framework Release 26.04,GB300,128,4,512,1,4,1,32,128,1,False,4,15360,1,120,4096,sequences,MXFP8,TP + PP + EP + DP；ETP=1；MoE 通信重叠,adamw,GBS/GA 已与 result_0 核对,VPP=4；自定义 PIPELINE_LAYOUT；GB200 配方重计算 mlp，GB300 此处 RECOMPUTE_MODULES 为空。 日志 submission_platform 沿用 GB200；系统 JSON 和配置为 GB300。,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/deepseekv3_671b/implementations/theia_ngpu512_ngc26.04_nemo/config_GB300_128x4x120xtp1pp4ep32cp1_mxfp8_full_cg.sh,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/deepseekv3_671b/implementations/theia_ngpu512_ngc26.04_nemo/conf/model/671b.yaml,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/deepseekv3_671b/implementations/theia_ngpu512_ngc26.04_nemo/README.md,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/results/theia_ngpu512_ngc26.04_nemo/deepseekv3_671b/result_0.txt,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/systems/theia_ngpu512_ngc26.04_nemo.json,eabf23a07b2a0c60a289ff871dc3a46fff0d0421,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/deepseekv3_671b/implementations/theia_ngpu512_ngc26.04_nemo/pretrain.py,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/deepseekv3_671b/implementations/theia_ngpu512_ngc26.04_nemo/Dockerfile
R12,6.0,NVIDIA,DeepSeek-V3 671B,MoE 预训练,PyTorch / NeMo Megatron-Bridge,NVIDIA NeMo Framework Release 26.04,GB300,64,4,256,1,4,1,32,64,1,False,4,15360,1,240,4096,sequences,MXFP8,TP + PP + EP + DP；ETP=1；MoE 通信重叠,adamw,GBS/GA 已与 result_0 核对,VPP=4；自定义 PIPELINE_LAYOUT；GB200 配方重计算 mlp，GB300 此处 RECOMPUTE_MODULES 为空。 日志 submission_platform 沿用 GB200；系统 JSON 和配置为 GB300。,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/deepseekv3_671b/implementations/theia_ngpu512_ngc26.04_nemo/config_GB300_64x4x240xtp1pp4ep32cp1_mxfp8_full_cg.sh,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/deepseekv3_671b/implementations/theia_ngpu512_ngc26.04_nemo/conf/model/671b.yaml,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/deepseekv3_671b/implementations/theia_ngpu512_ngc26.04_nemo/README.md,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/results/theia_ngpu256_ngc26.04_nemo/deepseekv3_671b/result_0.txt,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/systems/theia_ngpu256_ngc26.04_nemo.json,eabf23a07b2a0c60a289ff871dc3a46fff0d0421,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/deepseekv3_671b/implementations/theia_ngpu512_ngc26.04_nemo/pretrain.py,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/deepseekv3_671b/implementations/theia_ngpu512_ngc26.04_nemo/Dockerfile
R13,6.0,NVIDIA,DeepSeek-V3 671B,MoE 预训练,PyTorch / NeMo Megatron-Bridge,NVIDIA NeMo Framework Release 26.04,GB200,2048,4,8192,2,4,1,32,1024,1,True,4,16384,1,16,4096,sequences,MXFP8,TP + PP + EP + DP；ETP=1；VPP=4,adamw,GBS/GA 已与 result_0 核对,自定义 PIPELINE_LAYOUT；需保留专家路由、重计算和通信重叠。,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/deepseekv3_671b/implementations/tyche-hsg_ngpu8192_ngc26.04_nemo/config_GB200_2048x4x16xtp2pp4ep32cp1_mxfp8_full_cg.sh,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/deepseekv3_671b/implementations/tyche-hsg_ngpu8192_ngc26.04_nemo/conf/model/671b.yaml,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/deepseekv3_671b/implementations/tyche-hsg_ngpu8192_ngc26.04_nemo/README.md,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/results/tyche-hsg_ngpu8192_ngc26.04_nemo/deepseekv3_671b/result_0.txt,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/systems/tyche-hsg_ngpu8192_ngc26.04_nemo.json,eabf23a07b2a0c60a289ff871dc3a46fff0d0421,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/deepseekv3_671b/implementations/tyche-hsg_ngpu8192_ngc26.04_nemo/pretrain.py,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/deepseekv3_671b/implementations/tyche-hsg_ngpu8192_ngc26.04_nemo/Dockerfile
R14,6.0,NVIDIA,GPT-OSS 20B,MoE 预训练,PyTorch / NeMo Megatron-Bridge,未匹配系统版本,B200,1,8,8,1,1,1,1,8,1,False,不使用,16,2,1,8192,sequences,MXFP8,DP；较大规模增加 CP/EP，512 GPU 增加 TP；ETP=1,见参数源,配置推导，未匹配该规模提交日志,EP 不作为独立因子从 DP 再除一次。,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/gpt_oss_20b/implementations/nemo/config_DGXB200_1x8x2xtp1pp1cp1ep1_mxfp8.sh,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/gpt_oss_20b/implementations/nemo/conf/gpt_oss.yaml,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/gpt_oss_20b/implementations/nemo/README.md,,,eabf23a07b2a0c60a289ff871dc3a46fff0d0421,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/gpt_oss_20b/implementations/nemo/pretrain.py,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/gpt_oss_20b/implementations/nemo/Dockerfile
R15,6.0,NVIDIA,GPT-OSS 20B,MoE 预训练,PyTorch / NeMo Megatron-Bridge,未匹配系统版本,B200,8,8,64,1,1,2,4,32,1,False,不使用,32,1,1,8192,sequences,MXFP8,DP；较大规模增加 CP/EP，512 GPU 增加 TP；ETP=1,见参数源,配置推导，未匹配该规模提交日志,EP 不作为独立因子从 DP 再除一次。,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/gpt_oss_20b/implementations/nemo/config_DGXB200_8x8x1xtp1pp1cp2ep4_mxfp8.sh,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/gpt_oss_20b/implementations/nemo/conf/gpt_oss.yaml,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/gpt_oss_20b/implementations/nemo/README.md,,,eabf23a07b2a0c60a289ff871dc3a46fff0d0421,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/gpt_oss_20b/implementations/nemo/pretrain.py,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/gpt_oss_20b/implementations/nemo/Dockerfile
R16,6.0,NVIDIA,GPT-OSS 20B,MoE 预训练,PyTorch / NeMo Megatron-Bridge,未匹配系统版本,B300,1,8,8,1,1,1,1,8,1,False,不使用,24,3,1,8192,sequences,MXFP8,DP；较大规模增加 CP/EP，512 GPU 增加 TP；ETP=1,见参数源,配置推导，未匹配该规模提交日志,EP 不作为独立因子从 DP 再除一次。,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/gpt_oss_20b/implementations/nemo/config_DGXB300_1x8x3xtp1pp1cp1ep1_mxfp8.sh,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/gpt_oss_20b/implementations/nemo/conf/gpt_oss.yaml,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/gpt_oss_20b/implementations/nemo/README.md,,,eabf23a07b2a0c60a289ff871dc3a46fff0d0421,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/gpt_oss_20b/implementations/nemo/pretrain.py,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/gpt_oss_20b/implementations/nemo/Dockerfile
R17,6.0,NVIDIA,GPT-OSS 20B,MoE 预训练,PyTorch / NeMo Megatron-Bridge,未匹配系统版本,B300,8,8,64,1,1,2,4,32,1,False,不使用,32,1,1,8192,sequences,MXFP8,DP；较大规模增加 CP/EP，512 GPU 增加 TP；ETP=1,见参数源,配置推导，未匹配该规模提交日志,EP 不作为独立因子从 DP 再除一次。,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/gpt_oss_20b/implementations/nemo/config_DGXB300_8x8x1xtp1pp1cp2ep4_mxfp8.sh,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/gpt_oss_20b/implementations/nemo/conf/gpt_oss.yaml,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/gpt_oss_20b/implementations/nemo/README.md,,,eabf23a07b2a0c60a289ff871dc3a46fff0d0421,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/gpt_oss_20b/implementations/nemo/pretrain.py,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/gpt_oss_20b/implementations/nemo/Dockerfile
R18,6.0,NVIDIA,GPT-OSS 20B,MoE 预训练,PyTorch / NeMo Megatron-Bridge,NVIDIA NeMo Framework Release 26.04,GB200,18,4,72,1,1,2,4,36,1,False,不使用,36,1,1,8192,sequences,MXFP8,DP；较大规模增加 CP/EP，512 GPU 增加 TP；ETP=1,adamw,GBS/GA 已与 result_0 核对,EP 不作为独立因子从 DP 再除一次。,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/gpt_oss_20b/implementations/nemo/config_GB200_18x4x1xtp1pp1cp2ep4_mxfp8.sh,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/gpt_oss_20b/implementations/nemo/conf/gpt_oss.yaml,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/gpt_oss_20b/implementations/nemo/README.md,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/results/tyche-hsg_ngpu72_ngc26.04_nemo/gpt_oss_20b/result_0.txt,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/systems/tyche-hsg_ngpu72_ngc26.04_nemo.json,eabf23a07b2a0c60a289ff871dc3a46fff0d0421,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/gpt_oss_20b/implementations/nemo/pretrain.py,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/gpt_oss_20b/implementations/nemo/Dockerfile
R19,6.0,NVIDIA,GPT-OSS 20B,MoE 预训练,PyTorch / NeMo Megatron-Bridge,NVIDIA NeMo Framework Release 26.04,GB200,2,4,8,1,1,1,1,8,1,False,不使用,16,2,1,8192,sequences,MXFP8,DP；较大规模增加 CP/EP，512 GPU 增加 TP；ETP=1,adamw,GBS/GA 已与 result_0 核对,EP 不作为独立因子从 DP 再除一次。,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/gpt_oss_20b/implementations/nemo/config_GB200_2x4x2xtp1pp1cp1ep1_mxfp8.sh,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/gpt_oss_20b/implementations/nemo/conf/gpt_oss.yaml,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/gpt_oss_20b/implementations/nemo/README.md,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/results/tyche-hsg_ngpu8_ngc26.04_nemo/gpt_oss_20b/result_0.txt,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/systems/tyche-hsg_ngpu8_ngc26.04_nemo.json,eabf23a07b2a0c60a289ff871dc3a46fff0d0421,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/gpt_oss_20b/implementations/nemo/pretrain.py,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/gpt_oss_20b/implementations/nemo/Dockerfile
R20,6.0,NVIDIA,GPT-OSS 20B,MoE 预训练,PyTorch / NeMo Megatron-Bridge,NVIDIA NeMo Framework Release 26.04,GB300,128,4,512,2,1,4,8,64,1,True,不使用,64,1,1,8192,sequences,MXFP8,DP；较大规模增加 CP/EP，512 GPU 增加 TP；ETP=1,adamw,GBS/GA 已与 result_0 核对,EP 不作为独立因子从 DP 再除一次。 日志 submission_platform 沿用 GB200；系统 JSON 和配置为 GB300。,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/gpt_oss_20b/implementations/nemo/config_GB300_128x4x1xtp2pp1cp4ep8.sh,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/gpt_oss_20b/implementations/nemo/conf/gpt_oss.yaml,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/gpt_oss_20b/implementations/nemo/README.md,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/results/theia_ngpu512_ngc26.04_nemo/gpt_oss_20b/result_0.txt,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/systems/theia_ngpu512_ngc26.04_nemo.json,eabf23a07b2a0c60a289ff871dc3a46fff0d0421,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/gpt_oss_20b/implementations/nemo/pretrain.py,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/gpt_oss_20b/implementations/nemo/Dockerfile
R21,6.0,NVIDIA,GPT-OSS 20B,MoE 预训练,PyTorch / NeMo Megatron-Bridge,NVIDIA NeMo Framework Release 26.04,GB300,18,4,72,1,1,2,4,36,1,False,不使用,36,1,1,8192,sequences,MXFP8,DP；较大规模增加 CP/EP，512 GPU 增加 TP；ETP=1,adamw,GBS/GA 已与 result_0 核对,EP 不作为独立因子从 DP 再除一次。 日志 submission_platform 沿用 GB200；系统 JSON 和配置为 GB300。,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/gpt_oss_20b/implementations/nemo/config_GB300_18x4x1xtp1pp1cp2ep4_mxfp8.sh,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/gpt_oss_20b/implementations/nemo/conf/gpt_oss.yaml,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/gpt_oss_20b/implementations/nemo/README.md,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/results/theia_ngpu72_ngc26.04_nemo/gpt_oss_20b/result_0.txt,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/systems/theia_ngpu72_ngc26.04_nemo.json,eabf23a07b2a0c60a289ff871dc3a46fff0d0421,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/gpt_oss_20b/implementations/nemo/pretrain.py,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/gpt_oss_20b/implementations/nemo/Dockerfile
R22,6.0,NVIDIA,GPT-OSS 20B,MoE 预训练,PyTorch / NeMo Megatron-Bridge,NVIDIA NeMo Framework Release 26.04,GB300,2,4,8,1,1,1,1,8,1,False,不使用,24,3,1,8192,sequences,MXFP8,DP；较大规模增加 CP/EP，512 GPU 增加 TP；ETP=1,adamw,GBS/GA 已与 result_0 核对,EP 不作为独立因子从 DP 再除一次。 日志 submission_platform 沿用 GB200；系统 JSON 和配置为 GB300。,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/gpt_oss_20b/implementations/nemo/config_GB300_2x4x3xtp1pp1cp1ep1_mxfp8.sh,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/gpt_oss_20b/implementations/nemo/conf/gpt_oss.yaml,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/gpt_oss_20b/implementations/nemo/README.md,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/results/theia_ngpu8_ngc26.04_nemo/gpt_oss_20b/result_0.txt,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/systems/theia_ngpu8_ngc26.04_nemo.json,eabf23a07b2a0c60a289ff871dc3a46fff0d0421,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/gpt_oss_20b/implementations/nemo/pretrain.py,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/gpt_oss_20b/implementations/nemo/Dockerfile
R23,6.0,NVIDIA,Llama 2 70B LoRA,LoRA 微调,PyTorch / NeMo / Megatron,NVIDIA NeMo Framework Release 26.04,GB300,128,4,512,1,1,8,1,64,,False,不使用,64,1,1,8192,sequences,FP8,DP；大规模增加 CP=8,见参数源,GBS/GA 已与 result_0 核对,仅训练 adapter；采用 packed sequences，不能按全参数训练估算梯度/优化器通信。 日志 submission_platform 沿用 GB200；系统 JSON 和配置为 GB300。,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/llama2_70b_lora/implementations/nemo/config_GB300_128x4x1xtp1pp1cp8.sh,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/llama2_70b_lora/implementations/nemo/conf/megatron_gpt_peft_tuning_config.yaml,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/llama2_70b_lora/implementations/nemo/README.md,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/results/theia_ngpu512_ngc26.04_nemo/llama2_70b_lora/result_0.txt,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/systems/theia_ngpu512_ngc26.04_nemo.json,eabf23a07b2a0c60a289ff871dc3a46fff0d0421,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/llama2_70b_lora/implementations/nemo/train.py,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/llama2_70b_lora/implementations/nemo/Dockerfile
R24,6.0,NVIDIA,Llama 2 70B LoRA,LoRA 微调,PyTorch / NeMo / Megatron,NVIDIA NeMo Framework Release 26.04,GB300,18,4,72,1,1,8,1,9,,False,不使用,9,1,1,8192,sequences,FP8,DP；大规模增加 CP=8,见参数源,GBS/GA 已与 result_0 核对,仅训练 adapter；采用 packed sequences，不能按全参数训练估算梯度/优化器通信。 日志 submission_platform 沿用 GB200；系统 JSON 和配置为 GB300。,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/llama2_70b_lora/implementations/nemo/config_GB300_18x4x1xtp1pp1cp8.sh,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/llama2_70b_lora/implementations/nemo/conf/megatron_gpt_peft_tuning_config.yaml,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/llama2_70b_lora/implementations/nemo/README.md,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/results/theia_ngpu72_ngc26.04_nemo/llama2_70b_lora/result_0.txt,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/systems/theia_ngpu72_ngc26.04_nemo.json,eabf23a07b2a0c60a289ff871dc3a46fff0d0421,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/llama2_70b_lora/implementations/nemo/train.py,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/llama2_70b_lora/implementations/nemo/Dockerfile
R25,6.0,NVIDIA,Llama 2 70B LoRA,LoRA 微调,PyTorch / NeMo / Megatron,NVIDIA NeMo Framework Release 26.04,GB300,2,4,8,1,1,1,1,8,,False,不使用,8,1,1,8192,sequences,NVFP4,DP；大规模增加 CP=8,见参数源,GBS/GA 已与 result_0 核对,仅训练 adapter；采用 packed sequences，不能按全参数训练估算梯度/优化器通信。 日志 submission_platform 沿用 GB200；系统 JSON 和配置为 GB300。,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/llama2_70b_lora/implementations/nemo/config_GB300_2x4x1xtp1pp1cp1_fp4.sh,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/llama2_70b_lora/implementations/nemo/conf/megatron_gpt_peft_tuning_config.yaml,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/llama2_70b_lora/implementations/nemo/README.md,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/results/theia_ngpu8_ngc26.04_nemo/llama2_70b_lora/result_0.txt,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/systems/theia_ngpu8_ngc26.04_nemo.json,eabf23a07b2a0c60a289ff871dc3a46fff0d0421,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/llama2_70b_lora/implementations/nemo/train.py,https://github.com/mlcommons/training_results_v6.0/blob/eabf23a07b2a0c60a289ff871dc3a46fff0d0421/NVIDIA/benchmarks/llama2_70b_lora/implementations/nemo/Dockerfile
